Site,Energy Meter (IEM3255),Tanggal,Negative active,Positive Active,Daily GHI
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-20,1830145.05,251.77,3.345833333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-21,1832570.19,252.38,2.201111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-22,1833729.0,253.0,1.0847222222222221
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-23,1836034.71,253.58,2.173888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-24,1840304.92,254.15,4.2636111111111115
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-25,1845852.57,254.71,5.631388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-26,1850445.5,255.27,4.595833333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-27,1854008.65,255.77,3.431388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-28,1856946.56,256.3,2.8175
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-29,1860910.58,256.9,3.9233333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-30,1865279.97,257.42,4.322777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-01-31,1868184.51,257.99,2.8669444444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-01,1871446.97,258.56,3.213611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-02,1875464.12,259.05,3.9280555555555554
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-03,1880968.07,259.58,5.639722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-04,1883818.85,260.1,2.803611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-05,1887088.91,260.63,3.266388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-06,1889679.86,261.18,2.51
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-07,1892893.26,261.75,3.09
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-08,1896457.12,262.22,3.4494444444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-09,1898170.75,262.89,1.5955555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-10,1902637.15,263.44,4.483333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-11,1907210.31,264.05,4.633611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-12,1910541.82,264.69,3.2866666666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-13,1914280.82,265.28,3.6855555555555557
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-14,1918381.7,265.81,4.0938888888888885
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-15,1923336.88,266.42,4.953611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-16,1925742.48,266.93,2.276388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-17,1929728.93,267.44,3.943611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-18,1933437.94,267.91,3.6280555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-19,1935420.59,268.45,1.8286111111111112
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-20,1939473.58,269.15,4.100833333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-21,1944032.24,269.71,4.64
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-22,1946132.39,270.16,1.9747222222222223
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-23,1948947.99,270.76,2.714722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-24,1952911.04,271.54,3.8658333333333332
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-25,1958471.25,272.55,5.750555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-26,1962712.63,273.32,4.195555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-27,1966620.98,274.1,3.842222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-02-28,1970727.99,274.82,4.055555555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-01,1974536.02,275.52,3.786111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-02,1977608.54,276.09,2.9005555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-03,1981770.29,276.76,4.154722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-04,1986514.65,277.35,4.704722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-05,1988666.5,277.85,1.968611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-06,1991346.12,278.33,2.473055555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-07,1994412.09,278.8,3.031388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-08,1998448.83,279.2,3.9627777777777777
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-09,2003063.9,279.62,4.585
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-10,2006325.47,280.1,3.2508333333333335
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-11,2012084.88,280.58,5.876944444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-12,2018696.73,281.45,6.87
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-13,2025231.94,282.23,6.872222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-14,2031950.44,282.98,7.048055555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-15,2038382.46,283.65,6.76
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-16,2045071.72,284.62,7.001388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-17,2051125.49,285.47,6.309444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-18,2057439.37,286.51,6.706111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-19,2063473.37,287.6,6.335833333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-20,2069280.87,288.44,6.12
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-21,2073693.79,288.89,4.480833333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-22,2079370.18,289.94,5.8438888888888885
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-23,2083164.79,290.53,3.785555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-24,2087821.69,291.42,4.746944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-25,2092060.77,291.88,4.160555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-26,2094965.39,292.4,2.7327777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-27,2098962.59,292.92,3.9580555555555557
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-28,2104006.33,293.9,5.118888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-29,2107910.98,294.36,3.9466666666666668
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-30,2112379.6,294.96,4.470833333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-03-31,2115864.65,295.42,3.506666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-01,2120961.12,295.95,5.219444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-02,2125228.13,296.47,4.210277777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-03,2130533.96,297.18,5.339166666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-04,2133922.84,297.74,3.2733333333333334
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-05,2137656.87,298.25,3.5452777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-06,2142053.02,298.71,4.443888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-07,2145609.42,299.2,3.4055555555555554
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-08,2149602.55,299.7,3.6191666666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-09,2154778.11,300.19,5.1066666666666665
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-10,2159778.11,300.69,4.893888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-11,2164845.32,301.19,5.038055555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-13,2174490.14,302.46,3.629166666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-14,2177867.48,303.03,3.3644444444444446
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-15,2181939.16,303.61,4.259444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-16,2184636.32,304.13,2.767777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-17,2188518.63,304.76,4.072222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-18,2193017.53,305.35,4.8133333333333335
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-19,2196593.41,305.85,3.783333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-20,2201477.96,306.83,5.2575
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-21,2205521.75,307.36,4.286388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-22,2210652.59,308.65,5.533888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-23,2214828.79,309.21,4.286666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-24,2219133.5,309.71,4.536944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-25,2224143.42,311.0,5.251666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-27,2233877.48,312.45,5.329722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-28,2237435.05,312.95,3.648888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-29,2241326.01,313.48,4.016944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-04-30,2244467.89,314.05,3.2177777777777776
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-1,2026-05-01,2249021.47,314.63,0.0
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-11-18,4695.69,0.57,0.020555555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-11-19,7223.64,0.68,5.063888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-11-20,9348.01,0.77,4.700277777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-11-21,10813.85,0.84,3.477777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-11-22,11392.31,0.9,5.6325
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-11-23,12482.41,0.98,4.601944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-11-24,14748.29,1.02,
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-11-25,16887.16,1.07,2.9055555555555554
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-11-26,18804.83,1.14,4.506111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-11-27,20632.2,1.2,4.123055555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-11-28,22670.14,1.27,4.597222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-11-29,24522.35,1.33,4.186944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-11-30,27065.56,1.39,5.8275
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-01,30001.9,1.45,6.858055555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-02,31719.52,1.5,3.9258333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-03,32868.25,1.55,2.4294444444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-04,33881.79,1.61,2.091666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-05,35835.06,1.68,4.382777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-06,37031.08,1.74,2.5330555555555554
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-07,37356.49,1.81,1.51
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-08,39335.32,1.84,4.457222222222223
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-09,39831.68,1.88,1.0827777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-10,41327.54,1.95,3.192222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-11,43257.36,2.06,4.401944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-12,45731.07,2.22,5.115277777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-13,48470.48,2.39,5.246111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-14,50478.47,2.54,3.6405555555555558
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-15,52307.69,2.61,3.381666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-16,54095.25,2.69,3.1819444444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-17,56076.52,2.81,3.5708333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-18,58613.39,2.96,4.830277777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-19,60650.14,3.12,3.7491666666666665
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-20,63357.8,3.27,4.847777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-21,66325.37,3.4,5.011111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-22,68631.6,3.5,3.8033333333333332
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-23,70033.47,3.61,2.285277777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-24,72228.08,3.78,3.5505555555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-25,74214.37,3.94,3.2241666666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-26,76262.79,4.1,3.3108333333333335
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-27,79074.09,4.22,5.461388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-28,82459.24,4.33,5.7572222222222225
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-29,85011.22,4.47,4.341666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-30,87747.98,4.59,4.478888888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2024-12-31,89967.95,4.71,3.741388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-01,92725.45,4.8,4.648611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-02,96210.15,4.95,6.141388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-03,98897.82,5.11,4.525277777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-04,101940.23,5.32,5.187777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-05,105315.9,5.44,6.192222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-06,108626.35,5.55,5.9238888888888885
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-07,111337.8,5.72,4.713333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-08,114085.65,5.9,4.773333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-09,115674.72,6.06,2.555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-10,118484.67,6.22,4.9463888888888885
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-11,121354.4,6.38,4.860833333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-12,124401.9,6.5,5.246944444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-13,126780.55,6.62,4.197777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-14,127751.28,6.79,2.0144444444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-15,131304.31,6.96,6.133611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-16,133897.72,7.12,4.3005555555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-17,136200.21,7.29,3.96
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-18,138696.82,7.44,4.1825
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-19,141782.12,7.61,5.378333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-20,143483.36,7.72,2.7672222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-21,145235.38,7.84,2.960277777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-22,147108.36,8.02,3.047222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-23,149648.16,8.14,4.363611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-24,152002.52,8.27,3.912777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-25,154631.42,8.46,4.501944444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-26,157647.31,8.64,5.231388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-27,159731.56,8.81,3.3202777777777777
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-28,160765.08,8.96,1.6452777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-29,162476.31,9.13,2.7822222222222224
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-30,165316.86,9.27,4.920555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-01-31,168531.76,9.44,5.633333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-01,170620.59,9.63,3.5480555555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-02,173140.91,9.82,4.291388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-03,175467.03,9.98,3.883611111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-04,177538.87,10.15,3.4902777777777776
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-05,179988.72,10.29,4.301111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-06,182232.31,10.43,3.821388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-07,185110.28,10.59,5.106111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-08,187267.37,10.75,3.763333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-09,190307.35,10.85,5.473055555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-10,192474.13,10.99,3.658333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-11,195060.63,11.1,4.456666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-12,198637.35,11.21,6.469444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-13,202556.62,11.29,7.158055555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-14,205775.25,11.43,5.909722222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-15,208108.48,11.57,4.090833333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-16,209919.18,11.71,3.1055555555555556
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-17,211544.54,11.86,2.7044444444444444
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-18,213088.9,12.01,2.6169444444444445
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-19,215401.2,12.14,3.9425
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-20,218851.94,12.26,6.165
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-21,220781.3,12.4,3.2241666666666666
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-22,222213.53,12.53,2.3344444444444443
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-23,223767.35,12.67,2.513333333333333
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-24,225655.72,12.79,3.292777777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-25,228691.89,12.91,5.351666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-26,230322.69,13.05,2.7125
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-27,232025.61,13.21,2.915277777777778
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-02-28,234714.28,13.34,4.751111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-01,236345.09,13.48,2.942222222222222
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-02,239218.16,13.58,5.1275
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-03,241465.66,13.66,3.9230555555555555
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-04,242807.28,13.75,2.276111111111111
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-05,245939.13,13.87,5.661666666666667
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-06,248476.4,14.03,4.546388888888889
PT. Pusan Manis Mulia 2.06 MWp - Tangerang,RM-01-IEM3255-2,2025-03-07,250801.58,14.18,3.9530555555555558
